Gene	Chr	Strand	MaxPosition	Fit.max.pos	Fit.start	Fit.end	mu	sigma	k	exon.intron	exon.pos	LogLik	polyA_ID
Abhd14b	chr9	1	106452734	106452725	106452518	106452923	291.905485274592	69.1722730455387	1015.81757678812	no-junctions	NA	-2159.84625812636	Abhd14b:chr9:106452518-106452923:1
Csdc2	chr15	1	81950745	81950736	81950532	81950940	291.728281037008	68.2284200600726	20486.5459485145	no-junctions	NA	-3838.98719335757	Csdc2:chr15:81950532-81950940:1
Dzip1	chr14	-1	118876448	118876451	118876229	118876673	303.770279344467	74.4741934832952	677.171610768172	no-junctions	NA	-2615.1031035251	Dzip1:chr14:118876229-118876673:-1
Dzip1	chr14	-1	118877146	118877088	118876737	118879521	242.521990976609	117.293564345968	462.957148667615	across-junctions	(118876737,118877261)(118879344,118879521)	-3099.72221245183	Dzip1:chr14:118876737-118879521:-1
Zfp451	chr1	-1	33761737	33761632	33761545	33761878	195.386912408983	82.437360739372	442.226403050196	no-junctions	NA	-2433.0067335739	Zfp451:chr1:33761545-33761878:-1
Zfp451	chr1	-1	33797893	33797886	33797661	33798111	293.405577661362	75.5765570553274	335.09724326334	no-junctions	NA	-2484.4473609437	Zfp451:chr1:33797661-33798111:-1
Zfp451	chr1	-1	33792328	33792330	33792129	33792531	302.048357918762	67.6751874466776	346.772495265056	no-junctions	NA	-2090.66300927936	Zfp451:chr1:33792129-33792531:-1
Zfp451	chr1	-1	33805363	33805392	33803429	33814465	329.922519319753	79.250926582426	173.195541727304	across-junctions	(33803429,33803612)(33805339,33805418)(33813727,33813809)(33814338,33814465)	-2445.51146021663	Zfp451:chr1:33803429-33814465:-1
Sgsm1	chr5	-1	113243407	113243302	113243220	113243521	195.740325474425	73.8579496156847	2768.99880061208	no-junctions	NA	-2685.37379842346	Sgsm1:chr5:113243220-113243521:-1
S100a13	chr3	1	90524395	90524393	90515878	90524581	298.598439498437	68.5411776479575	12863.7198382144	across-junctions	(90515878,90516041)(90524353,90524581)	-3292.78078152891	S100a13:chr3:90515878-90524581:1
Frem3	chr8	1	80690234	80690258	80690192	80690324	324.805290668667	22.2410744184954	267.038455691526	no-junctions	NA	-2682.85122480382	Frem3:chr8:80690192-80690324:1
Agps	chr2	1	75929469	75929465	75929255	75929675	296.040155045693	70.0183154293491	794.828571636146	no-junctions	NA	-2989.32068683599	Agps:chr2:75929255-75929675:1
Agps	chr2	1	75931143	75931156	75930943	75931350	313.186989144611	71.1144204354207	246.356618198438	no-junctions	NA	-1840.84027369066	Agps:chr2:75930943-75931350:1
Mindy2	chr9	-1	70599192	70599080	70599014	70599284	188.641367745191	68.8275525661273	3102.7237804416	no-junctions	NA	-2947.44234910981	Mindy2:chr9:70599014-70599284:-1
Mindy2	chr9	-1	70604771	70604769	70604568	70604970	298.009196071938	67.1055356637512	438.616045857213	no-junctions	NA	-2709.45295119896	Mindy2:chr9:70604568-70604970:-1
Mindy2	chr9	-1	70656368	70656388	70656190	70656586	320.714987018024	66.2930215243895	404.0986213965	no-junctions	NA	-2637.21142286773	Mindy2:chr9:70656190-70656586:-1
Mindy2	chr9	-1	70607596	70607573	70607402	70607744	277.38102749272	57.1814571836431	243.559712507505	no-junctions	NA	-2594.67580450503	Mindy2:chr9:70607402-70607744:-1
Mindy2	chr9	-1	70603535	70603545	70602894	70604196	310.27763719729	217.481555547974	157.115296043619	no-junctions	NA	-2688.69343718009	Mindy2:chr9:70602894-70604196:-1
Abcb4	chr5	1	8959034	8959049	8958324	8959231	315.057659870508	71.0551099082389	282.325069994243	across-junctions	(8958324,8958456)(8958969,8959231)	-1680.79682442729	Abcb4:chr5:8958324-8959231:1
Sdhaf3	chr6	1	7039466	7039319	6956062	7039922	153.281593211401	201.811651720365	889.934953524027	across-junctions	(6956062,6956199)(7038854,7039922)	-4139.31534745515	Sdhaf3:chr6:6956062-7039922:1
Sdhaf3	chr6	1	7039165	7039059	6956081	7039383	194.670773649313	108.102578437321	343.247154428529	across-junctions	(6956081,6956199)(7038854,7039383)	-3663.70620400897	Sdhaf3:chr6:6956081-7039383:1
Sdhaf3	chr6	1	7042802	7042790	7042598	7042979	288.487597016096	64.0631303015758	214.093430297435	no-junctions	NA	-1597.14890375903	Sdhaf3:chr6:7042598-7042979:1
Golga7b	chr19	1	42270141	42270148	42269938	42270348	307.91831482127	70.3063832521568	2451.7802359318	no-junctions	NA	-2864.78651410974	Golga7b:chr19:42269938-42270348:1
Golga7b	chr19	1	42268967	42268952	42268754	42269150	285.514154339294	66.3825586744795	1045.33289966517	no-junctions	NA	-2936.18993209189	Golga7b:chr19:42268754-42269150:1
Mier2	chr10	-1	79540448	79540345	79540245	79540558	197.268668018803	71.3239599705064	1844.98288693463	no-junctions	NA	-2851.66213647427	Mier2:chr10:79540245-79540558:-1
Hirip3	chr7	1	126864951	126864939	126864705	126865173	288.885052767413	78.3970074500656	845.473364170199	no-junctions	NA	-3622.83221902066	Hirip3:chr7:126864705-126865173:1
Ypel3	chr7	1	126780299	126780314	126780104	126780514	315.571851737559	70.2530875067737	66480.806025214	no-junctions	NA	-4625.36916655642	Ypel3:chr7:126780104-126780514:1
Coq5	chr5	1	115296770	115296782	115296557	115296972	312.302724325301	75.2566771331356	1960.71295106467	no-junctions	NA	-2892.64474467708	Coq5:chr5:115296557-115296972:1
Coq5	chr5	1	115296026	115296023	115295734	115296224	297.844857221579	67.9972656910992	944.306238444555	across-junctions	(115295734,115295776)(115295865,115296224)	-2999.84149870167	Coq5:chr5:115295734-115296224:1
Coq5	chr5	1	115285978	115285989	115285851	115286127	311.188256000354	46.7331830394988	204.760321320026	no-junctions	NA	-2795.93884263966	Coq5:chr5:115285851-115286127:1
Smg7	chr1	-1	152837195	152837089	152836995	152837305	194.899598384461	72.2655642915493	1540.93948558122	no-junctions	NA	-2677.6212669472	Smg7:chr1:152836995-152837305:-1
Hecw2	chr1	-1	53807052	53806936	53806876	53807128	184.13824913248	64.5472685774025	455.356351208462	no-junctions	NA	-2083.87489493119	Hecw2:chr1:53806876-53807128:-1
Hecw2	chr1	-1	53811367	53811373	53811172	53811574	306.905324080343	67.9686362949816	183.333368222601	no-junctions	NA	-2137.4592913661	Hecw2:chr1:53811172-53811574:-1
Lhfpl4	chr6	-1	113168279	113168164	113168090	113168362	185.267577829836	66.9524719536466	1648.11115171706	no-junctions	NA	-2494.61240940578	Lhfpl4:chr6:113168090-113168362:-1
Dpy19l1	chr9	-1	24411968	24411868	24411776	24412066	200.696010532018	66.9030080104537	2441.59400859534	no-junctions	NA	-2978.46488033871	Dpy19l1:chr9:24411776-24412066:-1
Dpy19l1	chr9	-1	24485043	24485043	24481873	24502979	300.909961787797	74.8325191093213	327.301171563161	across-junctions	(24481873,24482065)(24485014,24485100)(24485705,24485728)(24502839,24502979)	-2471.02542173948	Dpy19l1:chr9:24481873-24502979:-1
Lor	chr3	-1	92080454	92080350	92080271	92080554	196.554557020835	68.3939878308867	1522.09314672975	no-junctions	NA	-2309.0072897896	Lor:chr3:92080271-92080554:-1
Pigv	chr4	-1	133662457	133662447	133662261	133662633	290.67841561315	62.9836043936328	350.467297122062	no-junctions	NA	-2346.82521069086	Pigv:chr4:133662261-133662633:-1
Pigv	chr4	-1	133661619	133661621	133661423	133661819	302.066173792254	66.5062953062336	231.953619078335	no-junctions	NA	-2058.71892139971	Pigv:chr4:133661423-133661819:-1
Flywch1	chr17	-1	23752999	23752903	23752793	23753104	204.886695088201	67.7385994618606	9376.32028110047	no-junctions	NA	-3316.14605571401	Flywch1:chr17:23752793-23753104:-1
2510009E07Rik	chr16	-1	21649238	21649130	21649045	21649316	192.487679011393	62.8178225401763	1776.63076204218	no-junctions	NA	-2622.34952687968	2510009E07Rik:chr16:21649045-21649316:-1
2510009E07Rik	chr16	-1	21676892	21676907	21676688	21677126	315.181531381155	73.4261975494343	225.468827998845	no-junctions	NA	-2268.95014526703	2510009E07Rik:chr16:21676688-21677126:-1
Pnrc1	chr4	-1	33245625	33245524	33245423	33245740	199.343687144067	72.8674758821346	6616.64363879415	no-junctions	NA	-3476.39463893247	Pnrc1:chr4:33245423-33245740:-1
Pnrc1	chr4	-1	33277858	33277861	33277762	33277960	303.984703227341	33.4712558338896	1772.4444303954	no-junctions	NA	-3440.30168082593	Pnrc1:chr4:33277762-33277960:-1
Epop	chr11	-1	97627576	97627459	97627389	97627636	183.065062866465	59.3950179763431	1472.02896300466	no-junctions	NA	-2232.66349961838	Epop:chr11:97627389-97627636:-1
2900052L18Rik	chr11	-1	120229988	120229872	120229802	120230067	184.743561999974	65.4302124155839	204.041605062099	no-junctions	NA	-1737.33529796342	2900052L18Rik:chr11:120229802-120230067:-1
1810024B03Rik	chr2	-1	127208225	127204835	127204523	127208280	235.258704919074	104.781818963122	228.546151133538	across-junctions	(127204523,127204849)(127208175,127208280)	-1712.16113218939	1810024B03Rik:chr2:127204523-127208280:-1
Osbpl1a	chr18	-1	12755518	12755433	12755314	12755646	215.661479716863	71.3702498326525	4864.39038698459	no-junctions	NA	-3098.92909514664	Osbpl1a:chr18:12755314-12755646:-1
Aplnr	chr2	1	85139720	85139728	85139515	85139923	308.451644411073	71.7177949416888	210.923682711176	no-junctions	NA	-1680.91900021198	Aplnr:chr2:85139515-85139923:1
Cxxc4	chr3	1	134261901	134261891	134261657	134262125	290.206142332076	78.0022979741204	1020.00241221801	no-junctions	NA	-2634.55844709863	Cxxc4:chr3:134261657-134262125:1
Cxxc4	chr3	1	134258487	134258490	134258292	134258688	303.56966820345	66.1560216436744	268.118247757658	no-junctions	NA	-2714.21892823397	Cxxc4:chr3:134258292-134258688:1
Camsap3	chr8	1	3608858	3608854	3608647	3609061	296.456854341133	69.2198056746792	1290.07119975718	no-junctions	NA	-2533.52769315077	Camsap3:chr8:3608647-3609061:1
Zbtb39	chr10	1	127747172	127747179	127747023	127747335	307.542523980029	52.1532774633273	219.169992187253	no-junctions	NA	-2342.68874251798	Zbtb39:chr10:127747023-127747335:1
Setd2	chr9	1	110618421	110618426	110618231	110618621	305.16986830936	65.5171686916134	1869.0429632242	no-junctions	NA	-2960.6141191801	Setd2:chr9:110618231-110618621:1
Usp47	chr7	1	112110290	112110288	112110081	112110495	298.116355023591	69.1466219335012	705.928891813468	no-junctions	NA	-2344.10511361659	Usp47:chr7:112110081-112110495:1
Uqcrq	chr11	-1	53429133	53429138	53428925	53430737	305.15531873079	71.2247548565286	140604.105556561	across-junctions	(53428925,53429149)(53430536,53430737)	-5754.39044072718	Uqcrq:chr11:53428925-53430737:-1
Fxyd2	chr9	1	45410092	45410084	45408328	45410278	292.764120004441	68.8260255951151	890.73886109145	across-junctions	(45408328,45408373)(45409513,45409548)(45409703,45409732)(45409992,45410278)	-2165.11871583334	Fxyd2:chr9:45408328-45410278:1
Magi1	chr6	-1	93675620	93675502	93675455	93675709	182.317941713071	69.8012908955245	588.222791055429	no-junctions	NA	-2070.2317960542	Magi1:chr6:93675455-93675709:-1
Magi1	chr6	-1	93678206	93678228	93678009	93678447	322.808045618532	73.1846918898601	572.964626660858	no-junctions	NA	-2668.09475362054	Magi1:chr6:93678009-93678447:-1
Magi1	chr6	-1	93681672	93681672	93681480	93681864	300.692066788376	64.5904302385134	467.695466295963	no-junctions	NA	-2339.18900649238	Magi1:chr6:93681480-93681864:-1
Magi1	chr6	-1	93676876	93676893	93676629	93677157	317.282953810418	88.1147962358886	421.153906011503	no-junctions	NA	-3187.10648355685	Magi1:chr6:93676629-93677157:-1
Magi1	chr6	-1	93681156	93681174	93680967	93681381	318.245530277294	69.8888918923112	303.061404658651	no-junctions	NA	-2463.92646607941	Magi1:chr6:93680967-93681381:-1
Cirbp	chr10	1	80171482	80171464	80171263	80171665	282.879542825081	67.727045139162	15416.2592906465	no-junctions	NA	-4617.85137812636	Cirbp:chr10:80171263-80171665:1
Cirbp	chr10	1	80172474	80172467	80172365	80172569	293.558130469953	34.0634144923694	903.257911213175	no-junctions	NA	-3931.06435248724	Cirbp:chr10:80172365-80172569:1
Flot1	chr17	1	35832592	35832606	35831023	35832789	314.707790292246	61.3419031565164	1821.17954343166	across-junctions	(35831023,35831106)(35832507,35832789)	-3145.23856888839	Flot1:chr17:35831023-35832789:1
Pigz	chr16	1	31942077	31942063	31941880	31942636	286.780930289778	61.6890608554167	219.790965987549	across-junctions	(31941880,31942105)(31942496,31942636)	-1905.79242989076	Pigz:chr16:31941880-31942636:1
Pigz	chr16	1	31945859	31945854	31945647	31946046	295.757043817662	69.0358027961862	212.929472952703	no-junctions	NA	-1664.69813100959	Pigz:chr16:31945647-31946046:1
Lca5l	chr16	-1	96158587	96158483	96158407	96158681	196.691386932344	66.6844258302928	602.075843998263	no-junctions	NA	-2038.39453970853	Lca5l:chr16:96158407-96158681:-1
Atl2	chr17	-1	79849252	79849251	79849053	79849449	299.785705079596	66.8490809744309	1413.98498669711	no-junctions	NA	-3170.77206501402	Atl2:chr17:79849053-79849449:-1
Atl2	chr17	-1	79848562	79848443	79848390	79848653	181.623331964314	70.0724601274605	510.607352939942	no-junctions	NA	-1773.86969855579	Atl2:chr17:79848390-79848653:-1
Mfsd5	chr15	1	102281576	102281557	102281350	102281754	281.597391782276	69.5792457989656	2285.5240878376	no-junctions	NA	-2840.10789654517	Mfsd5:chr15:102281350-102281754:1
Fahd1	chr17	-1	24849076	24848975	24848892	24849182	199.738345607271	69.469196934997	2284.85108833046	no-junctions	NA	-2892.69808315174	Fahd1:chr17:24848892-24849182:-1
Tmem60	chr5	1	20886679	20886680	20886479	20886870	301.561367592558	67.8452525797844	9472.98889972567	no-junctions	NA	-3475.58194355506	Tmem60:chr5:20886479-20886870:1
9430015G10Rik	chr4	1	156127080	156127077	156126870	156127265	297.8651097512	69.8317811279971	529.392140285188	no-junctions	NA	-2034.45072517705	9430015G10Rik:chr4:156126870-156127265:1
Basp1	chr15	-1	25363451	25363338	25363277	25363578	187.8863627605	80.6482734471314	20394.2506984166	no-junctions	NA	-4326.80400424686	Basp1:chr15:25363277-25363578:-1
Basp1	chr15	-1	25364256	25364259	25364040	25364478	303.797728602805	73.502140629715	2616.60643747796	no-junctions	NA	-3582.50823491387	Basp1:chr15:25364040-25364478:-1
Kif13b	chr14	1	64809449	64809433	64809238	64809617	284.150648050513	65.6287361306832	394.076229517002	no-junctions	NA	-2056.68454172064	Kif13b:chr14:64809238-64809617:1
Alox5ap	chr5	1	149287947	149287936	149287702	149288153	289.920049784753	78.514832225068	997.702205174358	no-junctions	NA	-2573.12791165775	Alox5ap:chr5:149287702-149288153:1
C2cd2	chr16	-1	97858946	97858935	97858737	97859133	289.030389115553	66.8736821014381	277.994181800156	no-junctions	NA	-2333.73828135898	C2cd2:chr16:97858737-97859133:-1
C2cd2	chr16	-1	97949965	97949960	97949756	97950164	295.049236155599	68.0142340873632	230.624705256559	no-junctions	NA	-2232.4836425286	C2cd2:chr16:97949756-97950164:-1
C2cd2	chr16	-1	97855385	97855282	97855209	97855501	197.044037975716	73.9720127809636	212.024077588943	no-junctions	NA	-1434.10128695907	C2cd2:chr16:97855209-97855501:-1
C2cd2	chr16	-1	97947612	97947627	97947423	97947831	315.861365927075	68.8988030333859	188.505286027097	no-junctions	NA	-1991.82565457949	C2cd2:chr16:97947423-97947831:-1
Lrrc8d	chr5	1	105815041	105815017	105814789	105815245	276.717023421699	76.8733012740036	329.53788242644	no-junctions	NA	-2536.30914705747	Lrrc8d:chr5:105814789-105815245:1
Pnma2	chr14	1	66919874	66919865	66919673	66920057	291.486591319921	64.639727590141	726.588380098012	no-junctions	NA	-2662.18398014199	Pnma2:chr14:66919673-66920057:1
Zfp62	chr11	1	49218585	49218595	49218376	49218814	310.912673470882	73.5502383696357	1319.97678268355	no-junctions	NA	-3034.66738134171	Zfp62:chr11:49218376-49218814:1
mt-Nd6	chrM	-1	13942	13956	13770	14070	314.827335179195	62.0244394372317	1870.20703273967	no-junctions	NA	-3031.15449707664	mt-Nd6:chrM:13770-14070:-1
Cldn19	chr4	1	119258908	119258904	119257101	119259892	296.870378585204	77.6835249443373	488.83117102242	across-junctions	(119257101,119257235)(119258808,119258959)(119259717,119259892)	-2577.99442429458	Cldn19:chr4:119257101-119259892:1
Cldn19	chr4	1	119259655	119259663	119259432	119259715	703.542856546544	77.0223103825506	226.74656697592	no-junctions	NA	-2678.12953593749	Cldn19:chr4:119259432-119259715:1
Camk2n1	chr4	1	138457944	138457932	138457692	138458172	288.692726797557	80.0140346771244	7249.38706817065	no-junctions	NA	-4390.23157101955	Camk2n1:chr4:138457692-138458172:1
Camk2n1	chr4	1	138455268	138455260	138454975	138456912	292.567430212978	95.5526035419875	2919.61114653322	across-junctions	(138454975,138455350)(138456718,138456912)	-3713.72737605804	Camk2n1:chr4:138454975-138456912:1
Camk2n1	chr4	1	138459940	138459938	138459737	138460123	298.112415500449	67.6068590740205	923.869189958068	no-junctions	NA	-2382.49715779327	Camk2n1:chr4:138459737-138460123:1
Camk2n1	chr4	1	138457593	138457561	138457366	138457756	268.180809117167	65.2500392211707	537.057235181679	no-junctions	NA	-3386.60208151079	Camk2n1:chr4:138457366-138457756:1
Tpt1	chr14	1	75848114	75848108	75846720	75848312	294.528440066073	68.4644311055803	236901.909271448	across-junctions	(75846720,75846798)(75847244,75847359)(75848099,75848312)	-6354.90483615551	Tpt1:chr14:75846720-75848312:1
Vps37b	chr5	-1	124004828	124004725	124004641	124004935	197.696317932336	70.4998628597675	1898.1659415778	no-junctions	NA	-2521.80499660381	Vps37b:chr5:124004641-124004935:-1
Alyref2	chr1	1	171504431	171504393	171503961	171504750	262.892502896544	144.451110659507	173.863618691474	no-junctions	NA	-2891.45447637337	Alyref2:chr1:171503961-171504750:1
2610008E11Rik	chr10	-1	79064575	79064470	79064374	79064680	195.711397401451	70.8654957818337	1103.28324432323	no-junctions	NA	-2400.59636270554	2610008E11Rik:chr10:79064374-79064680:-1
Rpl36a-ps1	chr14	-1	98994068	98993962	98993870	98994064	194.436010668734	34.4229131723931	17370.6897252066	no-junctions	NA	-3747.85172919106	Rpl36a-ps1:chr14:98993870-98994064:-1
Zfp617	chr8	1	71934446	71934448	71934247	71934629	302.830535584522	67.6295088394429	1536.83135563438	no-junctions	NA	-2499.38355584389	Zfp617:chr8:71934247-71934629:1
Zfp617	chr8	1	71933328	71933322	71933076	71933568	294.2191999471	82.6630003813277	237.85087828573	no-junctions	NA	-2737.52377268286	Zfp617:chr8:71933076-71933568:1
Mrps9	chr1	1	42905483	42905492	42903356	42905683	309.177785373417	65.7517122588528	4103.47114609616	across-junctions	(42903356,42903463)(42905405,42905683)	-2963.88775061684	Mrps9:chr1:42903356-42905683:1
Lrrtm1	chr6	1	77245334	77245325	77245130	77245520	291.123585845709	65.2222774959264	5614.82859245529	no-junctions	NA	-4141.9034661533	Lrrtm1:chr6:77245130-77245520:1
Rplp0	chr5	1	115563325	115563320	115561488	115563527	295.991274723953	69.4691676841131	79321.7873315612	across-junctions	(115561488,115561517)(115562426,115562565)(115563283,115563527)	-5382.42306996271	Rplp0:chr5:115561488-115563527:1
Ube2s	chr7	-1	4808194	4808212	4808023	4808401	318.870798765611	63.613565882178	26123.6201287	no-junctions	NA	-4743.50093730186	Ube2s:chr7:4808023-4808401:-1
Tmem263	chr10	1	85117403	85117402	85117186	85117618	299.395179974563	72.7472550268341	1564.71721030221	no-junctions	NA	-3123.53901195485	Tmem263:chr10:85117186-85117618:1
Lsamp	chr16	1	42174242	42174224	42144003	42174533	282.778146640875	103.125658347695	907.138505036619	across-junctions	(42144003,42144084)(42144552,42144699)(42174145,42174533)	-3325.50840782119	Lsamp:chr16:42144003-42174533:1
Lsamp	chr16	1	42181483	42181484	42181280	42181679	301.479501610334	68.127523822275	900.294173658076	no-junctions	NA	-2568.97741362203	Lsamp:chr16:42181280-42181679:1
Lsamp	chr16	1	42175472	42175455	42175245	42175665	283.127508599771	70.2097347878958	894.829915133892	no-junctions	NA	-2746.8630913164	Lsamp:chr16:42175245-42175665:1
Lsamp	chr16	1	42168157	42168166	42168133	42168199	23466.7437204161	11.8356751987895	576.346505270744	no-junctions	NA	-126085.937069983	Lsamp:chr16:42168133-42168199:1
Prpf40a	chr2	-1	53138417	53138416	53138176	53138656	299.709444441656	80.5029782640501	402.081668150707	no-junctions	NA	-2634.437333377	Prpf40a:chr2:53138176-53138656:-1
Prpf40a	chr2	-1	53137016	53137028	53136824	53137232	312.192565982281	68.1725241395066	403.208640150054	no-junctions	NA	-2695.1877252938	Prpf40a:chr2:53136824-53137232:-1
Prpf40a	chr2	-1	53139101	53139116	53138822	53141628	315.184873276964	98.4297578010033	250.958843883307	across-junctions	(53138822,53139269)(53140461,53140591)(53141619,53141628)	-2927.83456049724	Prpf40a:chr2:53138822-53141628:-1
Prpf40a	chr2	-1	53134893	53134779	53134704	53134980	186.78734348872	67.7648019348481	211.413059634654	no-junctions	NA	-1742.14385249411	Prpf40a:chr2:53134704-53134980:-1
Pigu	chr2	-1	155278426	155278315	155278243	155278516	189.609308523161	67.463169060003	1280.32376171364	no-junctions	NA	-2303.04554623697	Pigu:chr2:155278243-155278516:-1
H2-K1	chr17	-1	33996203	33996103	33996017	33996307	200.305619564627	68.8717266262783	4640.52696233633	no-junctions	NA	-3087.9217604413	H2-K1:chr17:33996017-33996307:-1
Ddhd2	chr8	-1	25725532	25725419	25725346	25725626	187.533408976955	69.6269591774852	1035.27121552816	no-junctions	NA	-2322.63890346063	Ddhd2:chr8:25725346-25725626:-1
Ddhd2	chr8	-1	25752252	25752252	25752051	25753111	300.020112072099	67.4528350025397	341.502828530444	across-junctions	(25752051,25752289)(25752948,25753111)	-2124.6114243704	Ddhd2:chr8:25752051-25753111:-1
Higd1a	chr9	-1	121850228	121850226	121849535	121852587	298.769781522436	64.7141600246007	36419.3905616061	across-junctions	(121849535,121849688)(121850188,121850321)(121852491,121852587)	-4678.6949984193	Higd1a:chr9:121849535-121852587:-1
Higd1a	chr9	-1	121848753	121848644	121848563	121848851	191.088733459617	69.1551538009409	9644.94521226157	no-junctions	NA	-3494.91435768803	Higd1a:chr9:121848563-121848851:-1
Srcin1	chr11	-1	97509525	97509412	97509340	97509613	187.811876339076	67.2541503670733	653.268178010122	no-junctions	NA	-1982.4200019914	Srcin1:chr11:97509340-97509613:-1
Polr2l	chr7	-1	141473317	141473311	141473104	141475132	294.269503726367	69.8345944502282	20586.1118044585	across-junctions	(141473104,141473403)(141475028,141475132)	-4392.68170916896	Polr2l:chr7:141473104-141475132:-1
Rpf2	chr10	-1	40223661	40223712	40223246	40227684	351.900834010952	159.248853583574	909.212776186237	across-junctions	(40223246,40223919)(40225297,40225440)(40227559,40227684)	-3705.67997119304	Rpf2:chr10:40223246-40227684:-1
Rpf2	chr10	-1	40225338	40225375	40223887	40227604	337.933989729526	37.5353152011673	201.424080393122	across-junctions	(40223887,40223919)(40225297,40225440)(40227559,40227604)	-2998.75194629134	Rpf2:chr10:40223887-40227604:-1
Cox5b	chr1	1	36693205	36692548	36692180	36693396	290.506919890908	67.8506762267977	176994.418545474	across-junctions	(36692180,36692283)(36692451,36692549)(36693197,36693396)	-5432.55963105334	Cox5b:chr1:36692180-36693396:1
Inip	chr4	-1	59769832	59769731	59769637	59769923	199.676930248209	64.7707418481944	548.911058319753	no-junctions	NA	-2011.88307990315	Inip:chr4:59769637-59769923:-1
Inip	chr4	-1	59771484	59771486	59771294	59771678	302.41769374565	64.3251321573026	430.252627623296	no-junctions	NA	-2885.84371846728	Inip:chr4:59771294-59771678:-1
Inip	chr4	-1	59774407	59774407	59774167	59774647	300.492012282376	80.3069287110815	417.327238772192	no-junctions	NA	-2406.68370063014	Inip:chr4:59774167-59774647:-1
Inip	chr4	-1	59771871	59771872	59771692	59772052	301.687107964482	60.6636560645085	222.884943886757	no-junctions	NA	-2794.97398408247	Inip:chr4:59771692-59772052:-1
Wdr61	chr9	-1	54717350	54717355	54717160	54720297	305.937822469029	65.8037274893141	9429.23330447456	across-junctions	(54717160,54717434)(54719251,54719328)(54720260,54720297)	-4001.35055732052	Wdr61:chr9:54717160-54720297:-1
Wdr61	chr9	-1	54727694	54727686	54727530	54727842	292.903364647863	52.8289144388357	506.675834559112	no-junctions	NA	-3116.30687064879	Wdr61:chr9:54727530-54727842:-1
Atp6v0a4	chr6	-1	38123365	38123373	38123172	38123574	308.268240515037	67.039952511361	524.031588822196	no-junctions	NA	-2320.7524535386	Atp6v0a4:chr6:38123172-38123574:-1
Tac1	chr6	1	7562789	7562782	7562578	7562986	293.633901703718	68.4195803192419	912.813557010486	no-junctions	NA	-2931.76837677633	Tac1:chr6:7562578-7562986:1
Tm6sf1	chr7	1	81883885	81883880	81883661	81884099	295.257005676605	73.4150270610195	2134.32035021815	no-junctions	NA	-3425.7455304253	Tm6sf1:chr7:81883661-81884099:1
Tm6sf1	chr7	1	81884248	81884263	81884104	81884422	315.627642324001	53.5521008072311	406.499784336055	no-junctions	NA	-2387.31760354713	Tm6sf1:chr7:81884104-81884422:1
Tm6sf1	chr7	1	81883221	81883231	81875912	81883429	310.661918757975	66.2676137321503	295.633162251362	across-junctions	(81875912,81876093)(81883215,81883429)	-3028.38912788604	Tm6sf1:chr7:81875912-81883429:1
Slc25a3	chr10	-1	91116974	91116980	91116767	91117282	306.235724084416	71.4510280192981	59711.9546901738	across-junctions	(91116767,91117123)(91117213,91117282)	-5277.75137223336	Slc25a3:chr10:91116767-91117282:-1
Pak1ip1	chr13	1	41012826	41012818	41012599	41013015	292.463674281348	73.6490850396129	3660.37449630949	no-junctions	NA	-2945.47995868245	Pak1ip1:chr13:41012599-41013015:1
Golga4	chr9	1	118582343	118582331	118582136	118582519	288.13084903418	65.4037142669684	2990.8852842208	no-junctions	NA	-2815.42854646741	Golga4:chr9:118582136-118582519:1
Shank1	chr7	1	44359911	44359902	44359701	44360103	291.758136536128	67.0730539517009	985.853374565965	no-junctions	NA	-3344.65114986465	Shank1:chr7:44359701-44360103:1
Ptpn3	chr4	-1	57191022	57190916	57190841	57191114	194.573559450924	66.6988678764772	294.316878803112	no-junctions	NA	-1699.11417757041	Ptpn3:chr4:57190841-57191114:-1
Ptpn3	chr4	-1	57193154	57193167	57192975	57193359	313.319772191215	64.711382468161	199.640451789718	no-junctions	NA	-1775.83026849773	Ptpn3:chr4:57192975-57193359:-1
Btbd9	chr17	-1	30395999	30396014	30395939	30396089	315.893312815559	25.8834459285282	1445.71422618591	no-junctions	NA	-3556.50308946192	Btbd9:chr17:30395939-30396089:-1
Btbd9	chr17	-1	30217724	30217726	30217537	30217915	302.797553652702	63.7374181234606	768.865560681795	no-junctions	NA	-2850.21188641665	Btbd9:chr17:30217537-30217915:-1
Btbd9	chr17	-1	30215712	30215601	30215524	30215802	189.255704614984	67.4848601661055	347.888610399967	no-junctions	NA	-1624.99091083371	Btbd9:chr17:30215524-30215802:-1
Btbd9	chr17	-1	30395617	30395594	30395507	30395681	277.383833961066	29.4338108059273	338.673467012356	no-junctions	NA	-2773.25509541315	Btbd9:chr17:30395507-30395681:-1
Ctnnal1	chr4	-1	56811127	56811021	56810935	56811204	194.798585001003	61.2837741828642	716.877202746843	no-junctions	NA	-2024.26519579711	Ctnnal1:chr4:56810935-56811204:-1
Morf4l1	chr9	-1	90091818	90091685	90091665	90091865	167.362916852577	60.5630878397962	24185.4788658701	no-junctions	NA	-4149.06262507168	Morf4l1:chr9:90091665-90091865:-1
Itpkb	chr1	1	180424596	180424610	180424394	180424802	314.558645718086	72.6983524828759	455.869214796772	no-junctions	NA	-1792.11607788053	Itpkb:chr1:180424394-180424802:1
Man2a2	chr7	-1	80349300	80349197	80349097	80349410	197.309789019642	71.2502226614022	2513.20211833634	no-junctions	NA	-2545.88072239083	Man2a2:chr7:80349097-80349410:-1
