gene	pas	type	frac.c1	frac.c2
Spire2	chr8:123362719:+	Intron	0.127	0.127
Def8	chr8:123463270:+	3' most exon	0.77	0.77
Def8	chr8:123467464:+	3' most exon	0.23	0.23
Afg3l1	chr8:123503864:+	3' most exon	0.341	0.341
Afg3l1	chr8:123502178:+	3' most exon	0.578	0.578
Afg3l1	chr8:123512211:+	3' most exon	0.0806	0.0806
Rhou	chr8:123663883:+	3' most exon	0.943	0.943
Rhou	chr8:123661473:+	3' most exon	0.0572	0.0572
Galnt2	chr8:124345722:+	3' most exon	0.875	0.875
Galnt2	chr8:124343955:+	3' most exon	0.125	0.125
Cog2	chr8:124552008:+	3' most exon	0.937	0.937
Cog2	chr8:124546321:+	Intron	0.0627	0.0627
Arv1	chr8:124734110:+	3' most exon	0.816	0.816
Arv1	chr8:124738124:+	3' most exon	0.107	0.107
Arv1	chr8:124730999:+	Internal exon	0.077	0.077
Gnpat	chr8:124890057:+	3' most exon	0.426	0.426
Gnpat	chr8:124889548:+	3' most exon	0.085	0.085
Gnpat	chr8:124889915:+	3' most exon	0.489	0.489
Tsnax	chr8:125034192:+	3' most exon	0.831	0.831
Tsnax	chr8:125033990:+	3' most exon	0.169	0.169
Disc1	chr8:125265290:+	3' most exon	0.135	0.135
Disc1	chr8:125265134:+	3' most exon	0.865	0.865
Map10	chr8:125673692:+	Single exon	0.103	0.103
Map10	chr8:125673363:+	3' most exon	0.897	0.897
Kcnk1	chr8:126030685:+	3' most exon	0.943	0.943
Kcnk1	chr8:126030303:+	3' most exon	0.0573	0.0573
Slc35f3	chr8:126395989:+	3' most exon	0.939	0.939
Slc35f3	chr8:126353140:+	Intron	0.0612	0.0612
Coa6	chr8:126425435:+	3' most exon	0.654	0.654
Coa6	chr8:126425305:+	3' most exon	0.346	0.346
Pard3	chr8:127612285:+	3' most exon	0.387	0.387
Pard3	chr8:127610831:+	3' most exon	0.13	0.13
Pard3	chr8:127433141:+	Intron	0.0933	0.0933
Pard3	chr8:127611979:+	3' most exon	0.391	0.391
Nrp1	chr8:128505424:+	3' most exon	0.433	0.433
Nrp1	chr8:128503356:+	3' most exon	0.183	0.183
Nrp1	chr8:128504516:+	3' most exon	0.128	0.128
Nrp1	chr8:128505534:+	3' most exon	0.256	0.256
Itgb1	chr8:128733162:+	3' most exon	0.698	0.698
Itgb1	chr8:128732619:+	3' most exon	0.302	0.302
Insr	chr8:3150933:-	3' most exon	0.509	0.509
Insr	chr8:3153234:-	3' most exon	0.491	0.491
Pex11g	chr8:3458816:-	3' most exon	0.824	0.824
Pex11g	chr8:3463232:-	Intron	0.176	0.176
Fcor	chr8:3671185:-	3' most exon	0.944	0.944
Fcor	chr8:3670375:-	3' most exon	0.0559	0.0559
Elavl1	chr8:4284985:-	3' most exon	0.141	0.141
Elavl1	chr8:4288398:-	3' most exon	0.322	0.322
Elavl1	chr8:4289363:-	3' most exon	0.0674	0.0674
Elavl1	chr8:4285382:-	3' most exon	0.358	0.358
Elavl1	chr8:4289500:-	3' most exon	0.112	0.112
Efnb2	chr8:8617434:-	3' most exon	0.595	0.595
Efnb2	chr8:8617888:-	3' most exon	0.231	0.231
Efnb2	chr8:8617694:-	3' most exon	0.174	0.174
Arglu1	chr8:8666378:-	3' most exon	0.0626	0.0626
Arglu1	chr8:8665074:-	3' most exon	0.0935	0.0935
Arglu1	chr8:8689988:-	5' most exon	0.0576	0.0576
Arglu1	chr8:8667200:-	3' most exon	0.104	0.104
Arglu1	chr8:8682038:-	Intron	0.0593	0.0593
Arglu1	chr8:8666576:-	3' most exon	0.623	0.623
Fam155a	chr8:9205974:-	3' most exon	0.93	0.93
Fam155a	chr8:9207275:-	3' most exon	0.0698	0.0698
Irs2	chr8:10984721:-	3' most exon	0.905	0.905
Irs2	chr8:10986047:-	3' most exon	0.0953	0.0953
Col4a1	chr8:11198490:-	3' most exon	0.642	0.642
Col4a1	chr8:11199511:-	3' most exon	0.223	0.223
Col4a1	chr8:11198610:-	3' most exon	0.135	0.135
Tubgcp3	chr8:12614279:-	3' most exon	0.894	0.894
Tubgcp3	chr8:12614748:-	3' most exon	0.106	0.106
Pcid2	chr8:13077189:-	3' most exon	0.297	0.297
Pcid2	chr8:13072445:-	3' most exon	0.267	0.267
Pcid2	chr8:13077776:-	3' most exon	0.242	0.242
Pcid2	chr8:13077518:-	3' most exon	0.194	0.194
Grtp1	chr8:13176925:-	3' most exon	0.158	0.158
Grtp1	chr8:13178806:-	Intron	0.652	0.652
Grtp1	chr8:13176823:-	3' most exon	0.19	0.19
Adprhl1	chr8:13235655:-	3' most exon	0.867	0.867
Adprhl1	chr8:13235278:-	3' most exon	0.133	0.133
Dcun1d2	chr8:13255964:-	3' most exon	0.933	0.933
Dcun1d2	chr8:13286586:-	Intron	0.0666	0.0666
Gas6	chr8:13465374:-	3' most exon	0.946	0.946
Gas6	chr8:13465484:-	3' most exon	0.054	0.054
Coprs	chr8:13884794:-	3' most exon	0.931	0.931
Coprs	chr8:13884896:-	3' most exon	0.0695	0.0695
Tdrp	chr8:13952008:-	3' most exon	0.919	0.919
Tdrp	chr8:13953130:-	3' most exon	0.0811	0.0811
Erich1	chr8:14025897:-	3' most exon	0.28	0.28
Erich1	chr8:14027599:-	3' most exon	0.571	0.571
Erich1	chr8:14027765:-	3' most exon	0.149	0.149
Csmd1	chr8:15892544:-	3' most exon	0.539	0.539
Csmd1	chr8:17319335:-	Intron	0.164	0.164
Csmd1	chr8:17510136:-	Intron	0.128	0.128
Csmd1	chr8:17388928:-	Intron	0.0922	0.0922
Csmd1	chr8:16284627:-	Intron	0.0776	0.0776
Angpt2	chr8:18691331:-	3' most exon	0.817	0.817
Angpt2	chr8:18689185:-	3' most exon	0.106	0.106
Angpt2	chr8:18691745:-	3' most exon	0.0778	0.0778
Slc25a15	chr8:22375550:-	3' most exon	0.86	0.86
Slc25a15	chr8:22377345:-	3' most exon	0.0679	0.0679
Slc25a15	chr8:22377755:-	3' most exon	0.0725	0.0725
Smim19	chr8:22462614:-	3' most exon	0.754	0.754
Smim19	chr8:22463058:-	3' most exon	0.177	0.177
Smim19	chr8:22462937:-	3' most exon	0.0694	0.0694
Ikbkb	chr8:22702472:-	Intron	0.216	0.216
Ikbkb	chr8:22659212:-	3' most exon	0.784	0.784
Ap3m2	chr8:22787354:-	3' most exon	0.913	0.913
Ap3m2	chr8:22789015:-	3' most exon	0.0874	0.0874
Gm15816	chr8:23138789:-	3' most exon	0.783	0.783
Gm15816	chr8:23144027:-	Intron	0.217	0.217
Gpat4	chr8:23173774:-	3' most exon	0.807	0.807
Gpat4	chr8:23173009:-	3' most exon	0.0622	0.0622
Gpat4	chr8:23173665:-	3' most exon	0.13	0.13
Gins4	chr8:23226616:-	3' most exon	0.345	0.345
Gins4	chr8:23221125:-	3' most exon	0.099	0.099
Gins4	chr8:23226839:-	3' most exon	0.47	0.47
Gins4	chr8:23227290:-	Internal exon	0.0854	0.0854
Tcim	chr8:24437309:-	Single exon	0.215	0.215
Tcim	chr8:24438091:-	3' most exon	0.384	0.384
Tcim	chr8:24437615:-	Single exon	0.402	0.402
Plekha2	chr8:25039144:-	3' most exon	0.467	0.467
Plekha2	chr8:25040908:-	3' most exon	0.533	0.533
Tacc1	chr8:25154555:-	3' most exon	0.915	0.915
Tacc1	chr8:25178378:-	Intron	0.0855	0.0855
Letm2	chr8:25578490:-	3' most exon	0.698	0.698
Letm2	chr8:25587164:-	Intron	0.237	0.237
Letm2	chr8:25596447:-	Intron	0.0652	0.0652
Ddhd2	chr8:25725346:-	3' most exon	0.855	0.855
Ddhd2	chr8:25725838:-	3' most exon	0.145	0.145
Bag4	chr8:25764602:-	3' most exon	0.71	0.71
Bag4	chr8:25767028:-	3' most exon	0.0608	0.0608
Bag4	chr8:25767298:-	3' most exon	0.163	0.163
Bag4	chr8:25767194:-	3' most exon	0.066	0.066
Ash2l	chr8:25816877:-	3' most exon	0.756	0.756
Ash2l	chr8:25816000:-	3' most exon	0.091	0.091
Ash2l	chr8:25817318:-	3' most exon	0.153	0.153
Hgsnat	chr8:25942467:-	3' most exon	0.323	0.323
Hgsnat	chr8:25944483:-	3' most exon	0.108	0.108
Hgsnat	chr8:25944644:-	3' most exon	0.569	0.569
Pomk	chr8:25981425:-	3' most exon	0.92	0.92
Pomk	chr8:25982357:-	3' most exon	0.0795	0.0795
Hook3	chr8:26021424:-	3' most exon	0.724	0.724
Hook3	chr8:26030494:-	3' most exon	0.0419	0.0419
Hook3	chr8:26030670:-	3' most exon	0.234	0.234
Brf2	chr8:27123375:-	3' most exon	0.331	0.331
Brf2	chr8:27112616:-	3' most exon	0.0723	0.0723
Brf2	chr8:27125579:-	Intron	0.167	0.167
Brf2	chr8:27123826:-	3' most exon	0.429	0.429
Rab11fip1	chr8:27145648:-	Intron	0.449	0.449
Rab11fip1	chr8:27139299:-	3' most exon	0.551	0.551
Unc5d	chr8:28646766:-	3' most exon	0.77	0.77
Unc5d	chr8:28650392:-	3' most exon	0.115	0.115
Unc5d	chr8:28646960:-	3' most exon	0.115	0.115
Nrg1	chr8:31813845:-	3' most exon	0.0808	0.0808
Nrg1	chr8:31809465:-	3' most exon	0.296	0.296
Nrg1	chr8:31817995:-	3' most exon	0.103	0.103
Nrg1	chr8:31837195:-	Intron	0.0839	0.0839
Nrg1	chr8:31814530:-	3' most exon	0.223	0.223
Nrg1	chr8:31837353:-	Intron	0.0776	0.0776
Nrg1	chr8:31814359:-	3' most exon	0.0664	0.0664
Nrg1	chr8:31814643:-	3' most exon	0.0689	0.0689
Wrn	chr8:33234378:-	3' most exon	0.36	0.36
Wrn	chr8:33240639:-	Intron	0.152	0.152
Wrn	chr8:33235601:-	3' most exon	0.242	0.242
Wrn	chr8:33236274:-	3' most exon	0.105	0.105
Wrn	chr8:33234874:-	3' most exon	0.141	0.141
Ubxn8	chr8:33620804:-	3' most exon	0.296	0.296
Ubxn8	chr8:33615541:-	3' most exon	0.078	0.078
Ubxn8	chr8:33619586:-	3' most exon	0.105	0.105
Ubxn8	chr8:33621042:-	3' most exon	0.521	0.521
Rbpms	chr8:33782696:-	3' most exon	0.419	0.419
Rbpms	chr8:33803950:-	Intron	0.432	0.432
Rbpms	chr8:33798669:-	Intron	0.0708	0.0708
Rbpms	chr8:33784064:-	3' most exon	0.0779	0.0779
Leprotl1	chr8:34135574:-	3' most exon	0.507	0.507
Leprotl1	chr8:34137291:-	3' most exon	0.161	0.161
Leprotl1	chr8:34136178:-	3' most exon	0.0898	0.0898
Leprotl1	chr8:34136733:-	3' most exon	0.0825	0.0825
Leprotl1	chr8:34137533:-	3' most exon	0.159	0.159
Tnks	chr8:34826460:-	3' most exon	0.611	0.611
Tnks	chr8:34829470:-	3' most exon	0.164	0.164
Tnks	chr8:34828464:-	3' most exon	0.0658	0.0658
Tnks	chr8:34826629:-	3' most exon	0.16	0.16
Eri1	chr8:35466370:-	3' most exon	0.263	0.263
Eri1	chr8:35468513:-	3' most exon	0.0895	0.0895
Eri1	chr8:35495272:-	5' most exon	0.0724	0.0724
Eri1	chr8:35467237:-	3' most exon	0.335	0.335
Eri1	chr8:35468774:-	3' most exon	0.24	0.24
Lonrf1	chr8:36216112:-	3' most exon	0.453	0.453
Lonrf1	chr8:36211682:-	3' most exon	0.055	0.055
Lonrf1	chr8:36216509:-	3' most exon	0.112	0.112
Lonrf1	chr8:36215999:-	3' most exon	0.379	0.379
Dlc1	chr8:36567745:-	3' most exon	0.809	0.809
Dlc1	chr8:36568420:-	3' most exon	0.191	0.191
Sgcz	chr8:37517840:-	3' most exon	0.442	0.442
Sgcz	chr8:38658044:-	Intron	0.213	0.213
Sgcz	chr8:37522300:-	3' most exon	0.128	0.128
Sgcz	chr8:37777905:-	Intron	0.116	0.116
Sgcz	chr8:38291013:-	Intron	0.102	0.102
Cnot7	chr8:40492601:-	3' most exon	0.785	0.785
Cnot7	chr8:40507379:-	Intron	0.215	0.215
Mtmr7	chr8:40550159:-	3' most exon	0.156	0.156
Mtmr7	chr8:40548199:-	3' most exon	0.217	0.217
Mtmr7	chr8:40551099:-	3' most exon	0.627	0.627
Mtus1	chr8:40991012:-	3' most exon	0.321	0.321
Mtus1	chr8:40992567:-	3' most exon	0.141	0.141
Mtus1	chr8:40991416:-	3' most exon	0.411	0.411
Mtus1	chr8:40993053:-	3' most exon	0.0639	0.0639
Mtus1	chr8:40992917:-	3' most exon	0.0626	0.0626
Frg1	chr8:41397434:-	3' most exon	0.85	0.85
Frg1	chr8:41400790:-	Internal exon	0.07	0.07
Frg1	chr8:41399025:-	Internal exon	0.0796	0.0796
Cyp4v3	chr8:45305801:-	3' most exon	0.84	0.84
Cyp4v3	chr8:45306835:-	3' most exon	0.16	0.16
Fam149a	chr8:45338678:-	3' most exon	0.0759	0.0759
Fam149a	chr8:45336719:-	3' most exon	0.192	0.192
Fam149a	chr8:45339075:-	3' most exon	0.665	0.665
Fam149a	chr8:45338569:-	3' most exon	0.0667	0.0667
Tlr3	chr8:45395770:-	3' most exon	0.177	0.177
Tlr3	chr8:45402702:-	Internal exon	0.131	0.131
Tlr3	chr8:45395669:-	3' most exon	0.192	0.192
Tlr3	chr8:45395870:-	3' most exon	0.5	0.5
1700029J07Rik	chr8:45953602:-	3' most exon	0.939	0.939
1700029J07Rik	chr8:45974765:-	5' most exon	0.061	0.061
Slc25a4	chr8:46207209:-	3' most exon	0.912	0.912
Slc25a4	chr8:46208194:-	Intron	0.0882	0.0882
Primpol	chr8:46575579:-	3' most exon	0.625	0.625
Primpol	chr8:46603542:-	Intron	0.157	0.157
Primpol	chr8:46578597:-	3' most exon	0.14	0.14
Primpol	chr8:46576161:-	3' most exon	0.0784	0.0784
Ing2	chr8:47667367:-	3' most exon	0.253	0.253
Ing2	chr8:47668281:-	3' most exon	0.169	0.169
Ing2	chr8:47668524:-	3' most exon	0.577	0.577
Cdkn2aip	chr8:47710226:-	3' most exon	0.638	0.638
Cdkn2aip	chr8:47709445:-	3' most exon	0.0745	0.0745
Cdkn2aip	chr8:47711969:-	3' most exon	0.104	0.104
Cdkn2aip	chr8:47710789:-	3' most exon	0.111	0.111
Cdkn2aip	chr8:47710919:-	3' most exon	0.0725	0.0725
Wwc2	chr8:47826167:-	3' most exon	0.279	0.279
Wwc2	chr8:47828526:-	3' most exon	0.145	0.145
Wwc2	chr8:47826762:-	3' most exon	0.276	0.276
Wwc2	chr8:47826016:-	3' most exon	0.191	0.191
Wwc2	chr8:47826495:-	3' most exon	0.109	0.109
Tenm3	chr8:48225673:-	3' most exon	0.763	0.763
Tenm3	chr8:48227682:-	3' most exon	0.237	0.237
Spcs3	chr8:54520474:-	3' most exon	0.896	0.896
Spcs3	chr8:54523259:-	3' most exon	0.104	0.104
Wdr17	chr8:54629346:-	3' most exon	0.0606	0.0606
Wdr17	chr8:54687340:-	Intron	0.38	0.38
Wdr17	chr8:54629613:-	3' most exon	0.56	0.56
Cep44	chr8:56530499:-	3' most exon	0.311	0.311
Cep44	chr8:56531516:-	3' most exon	0.609	0.609
Cep44	chr8:56550360:-	Intron	0.0801	0.0801
Galnt7	chr8:57523827:-	3' most exon	0.943	0.943
Galnt7	chr8:57650894:-	Intron	0.057	0.057
Clcn3	chr8:60910437:-	3' most exon	0.795	0.795
Clcn3	chr8:60941288:-	Internal exon	0.0695	0.0695
Clcn3	chr8:60911882:-	3' most exon	0.136	0.136
Palld	chr8:61511517:-	3' most exon	0.667	0.667
Palld	chr8:61514704:-	Intron	0.0877	0.0877
Palld	chr8:61513232:-	3' most exon	0.127	0.127
Palld	chr8:61513434:-	3' most exon	0.118	0.118
Tll1	chr8:64014153:-	3' most exon	0.777	0.777
Tll1	chr8:64013106:-	3' most exon	0.0691	0.0691
Tll1	chr8:64014929:-	3' most exon	0.154	0.154
Klhl2	chr8:64739673:-	3' most exon	0.107	0.107
Klhl2	chr8:64740591:-	3' most exon	0.0956	0.0956
Klhl2	chr8:64739850:-	3' most exon	0.797	0.797
Csgalnact1	chr8:68356831:-	3' most exon	0.792	0.792
Csgalnact1	chr8:68357334:-	3' most exon	0.12	0.12
Csgalnact1	chr8:68357063:-	3' most exon	0.0873	0.0873
Zfp868	chr8:69610654:-	3' most exon	0.44	0.44
Zfp868	chr8:69612060:-	3' most exon	0.155	0.155
Zfp868	chr8:69610850:-	3' most exon	0.405	0.405
Zfp869	chr8:69705137:-	3' most exon	0.783	0.783
Zfp869	chr8:69702692:-	3' most exon	0.0677	0.0677
Zfp869	chr8:69705629:-	3' most exon	0.149	0.149
Zfp963	chr8:69741909:-	3' most exon	0.68	0.68
Zfp963	chr8:69749315:-	Intron	0.205	0.205
Zfp963	chr8:69743935:-	Intron	0.115	0.115
Zfp866	chr8:69761324:-	3' most exon	0.488	0.488
Zfp866	chr8:69764759:-	3' most exon	0.252	0.252
Zfp866	chr8:69765608:-	3' most exon	0.066	0.066
Zfp866	chr8:69766055:-	3' most exon	0.114	0.114
Zfp866	chr8:69759802:-	3' most exon	0.0803	0.0803
Gatad2a	chr8:69907130:-	3' most exon	0.318	0.318
Gatad2a	chr8:69908656:-	3' most exon	0.609	0.609
Gatad2a	chr8:69908432:-	3' most exon	0.0726	0.0726
Mau2	chr8:70018580:-	3' most exon	0.517	0.517
Mau2	chr8:70010421:-	3' most exon	0.364	0.364
Mau2	chr8:70014920:-	3' most exon	0.119	0.119
Ncan	chr8:70093085:-	3' most exon	0.817	0.817
Ncan	chr8:70095054:-	3' most exon	0.183	0.183
Rfxank	chr8:70130792:-	3' most exon	0.269	0.269
Rfxank	chr8:70132185:-	3' most exon	0.126	0.126
Rfxank	chr8:70133266:-	3' most exon	0.604	0.604
Slc25a42	chr8:70184340:-	3' most exon	0.895	0.895
Slc25a42	chr8:70187885:-	Intron	0.105	0.105
Ddx49	chr8:70292866:-	3' most exon	0.474	0.474
Ddx49	chr8:70293476:-	3' most exon	0.526	0.526
Upf1	chr8:70331567:-	3' most exon	0.92	0.92
Upf1	chr8:70332379:-	3' most exon	0.0798	0.0798
Klhl26	chr8:70450268:-	3' most exon	0.84	0.84
Klhl26	chr8:70450484:-	3' most exon	0.16	0.16
Ssbp4	chr8:70597490:-	3' most exon	0.867	0.867
Ssbp4	chr8:70597605:-	3' most exon	0.133	0.133
Pgpep1	chr8:70649140:-	3' most exon	0.41	0.41
Pgpep1	chr8:70649882:-	3' most exon	0.59	0.59
Gm11175	chr8:70697785:-	Single exon	0.51	0.51
Gm11175	chr8:70698559:-	Single exon	0.109	0.109
Gm11175	chr8:70695225:-	Single exon	0.123	0.123
Gm11175	chr8:70695743:-	Single exon	0.258	0.258
Mpv17l2	chr8:70758649:-	3' most exon	0.946	0.946
Mpv17l2	chr8:70758142:-	3' most exon	0.0536	0.0536
Kcnn1	chr8:70843266:-	3' most exon	0.319	0.319
Kcnn1	chr8:70843944:-	3' most exon	0.174	0.174
Kcnn1	chr8:70843105:-	3' most exon	0.331	0.331
Kcnn1	chr8:70844076:-	3' most exon	0.108	0.108
Kcnn1	chr8:70843803:-	3' most exon	0.0677	0.0677
Rpl18a	chr8:70895406:-	3' most exon	0.516	0.516
Rpl18a	chr8:70895751:-	Intron	0.484	0.484
Haus8	chr8:71251124:-	3' most exon	0.904	0.904
Haus8	chr8:71250524:-	3' most exon	0.0956	0.0956
Nr2f6	chr8:71374126:-	3' most exon	0.929	0.929
Nr2f6	chr8:71374368:-	3' most exon	0.0712	0.0712
Unc13a	chr8:71626767:-	3' most exon	0.32	0.32
Unc13a	chr8:71628570:-	3' most exon	0.0921	0.0921
Unc13a	chr8:71660344:-	Intron	0.0868	0.0868
Unc13a	chr8:71628935:-	3' most exon	0.372	0.372
Unc13a	chr8:71628409:-	3' most exon	0.129	0.129
Fcho1	chr8:71708393:-	3' most exon	0.206	0.206
Fcho1	chr8:71706983:-	3' most exon	0.108	0.108
Fcho1	chr8:71708646:-	3' most exon	0.686	0.686
Cherp	chr8:72460483:-	3' most exon	0.841	0.841
Cherp	chr8:72460676:-	3' most exon	0.159	0.159
Slc35e1	chr8:72480666:-	3' most exon	0.576	0.576
Slc35e1	chr8:72477995:-	3' most exon	0.088	0.088
Slc35e1	chr8:72481696:-	3' most exon	0.116	0.116
Slc35e1	chr8:72483797:-	3' most exon	0.0758	0.0758
Slc35e1	chr8:72481579:-	3' most exon	0.143	0.143
Med26	chr8:72494558:-	3' most exon	0.941	0.941
Med26	chr8:72494945:-	3' most exon	0.0586	0.0586
Smim7	chr8:72566945:-	3' most exon	0.499	0.499
Smim7	chr8:72567486:-	3' most exon	0.211	0.211
Smim7	chr8:72565922:-	3' most exon	0.29	0.29
Gm10649	chr8:76841221:-	Intron	0.703	0.703
Gm10649	chr8:76832777:-	Intron	0.297	0.297
Arhgap10	chr8:77250366:-	3' most exon	0.942	0.942
Arhgap10	chr8:77308765:-	Intron	0.0582	0.0582
Tmem184c	chr8:77595978:-	3' most exon	0.73	0.73
Tmem184c	chr8:77596592:-	3' most exon	0.117	0.117
Tmem184c	chr8:77596100:-	3' most exon	0.154	0.154
Ednra	chr8:77663028:-	3' most exon	0.72	0.72
Ednra	chr8:77663767:-	3' most exon	0.28	0.28
Lsm6	chr8:78808034:-	3' most exon	0.91	0.91
Lsm6	chr8:78809952:-	Internal exon	0.0902	0.0902
Mmaa	chr8:79267910:-	3' most exon	0.812	0.812
Mmaa	chr8:79263597:-	3' most exon	0.188	0.188
Smad1	chr8:79338395:-	3' most exon	0.69	0.69
Smad1	chr8:79339198:-	3' most exon	0.0542	0.0542
Smad1	chr8:79338656:-	3' most exon	0.256	0.256
Abce1	chr8:79683645:-	3' most exon	0.833	0.833
Abce1	chr8:79707234:-	Internal exon	0.0926	0.0926
Abce1	chr8:79678814:-	3' most exon	0.0748	0.0748
Hhip	chr8:79965851:-	3' most exon	0.627	0.627
Hhip	chr8:79971876:-	3' most exon	0.373	0.373
Smarca5	chr8:80700029:-	3' most exon	0.364	0.364
Smarca5	chr8:80700835:-	3' most exon	0.523	0.523
Smarca5	chr8:80701079:-	3' most exon	0.113	0.113
Usp38	chr8:80980826:-	3' most exon	0.708	0.708
Usp38	chr8:80981522:-	3' most exon	0.0591	0.0591
Usp38	chr8:80981689:-	3' most exon	0.15	0.15
Usp38	chr8:80981376:-	3' most exon	0.0827	0.0827
Zfp330	chr8:82763651:-	3' most exon	0.834	0.834
Zfp330	chr8:82766577:-	Intron	0.0691	0.0691
Zfp330	chr8:82763965:-	3' most exon	0.0966	0.0966
Elmod2	chr8:83313027:-	3' most exon	0.849	0.849
Elmod2	chr8:83314388:-	3' most exon	0.151	0.151
Pkn1	chr8:83670098:-	3' most exon	0.512	0.512
Pkn1	chr8:83666533:-	3' most exon	0.255	0.255
Pkn1	chr8:83670587:-	Intron	0.233	0.233
Adgre5	chr8:83723250:-	3' most exon	0.189	0.189
Adgre5	chr8:83723364:-	3' most exon	0.811	0.811
Gm10644	chr8:83932327:-	Single exon	0.742	0.742
Gm10644	chr8:83933846:-	5' most exon	0.258	0.258
Zswim4	chr8:84211003:-	3' most exon	0.883	0.883
Zswim4	chr8:84210871:-	3' most exon	0.117	0.117
Mri1	chr8:84251488:-	3' most exon	0.875	0.875
Mri1	chr8:84254002:-	Internal exon	0.125	0.125
Nacc1	chr8:84670479:-	3' most exon	0.835	0.835
Nacc1	chr8:84671863:-	3' most exon	0.165	0.165
Nfix	chr8:84704717:-	3' most exon	0.719	0.719
Nfix	chr8:84708641:-	3' most exon	0.222	0.222
Nfix	chr8:84771810:-	Internal exon	0.0585	0.0585
Dand5	chr8:84815453:-	3' most exon	0.747	0.747
Dand5	chr8:84816005:-	3' most exon	0.253	0.253
Rad23a	chr8:84834860:-	3' most exon	0.462	0.462
Rad23a	chr8:84840149:-	Intron	0.249	0.249
Rad23a	chr8:84835037:-	3' most exon	0.289	0.289
Calr	chr8:84842124:-	3' most exon	0.855	0.855
Calr	chr8:84842021:-	3' most exon	0.145	0.145
Gcdh	chr8:84886387:-	3' most exon	0.245	0.245
Gcdh	chr8:84886587:-	3' most exon	0.755	0.755
Mast1	chr8:84911471:-	3' most exon	0.0723	0.0723
Mast1	chr8:84911905:-	3' most exon	0.928	0.928
Rnaseh2a	chr8:84957715:-	3' most exon	0.116	0.116
Rnaseh2a	chr8:84957815:-	3' most exon	0.655	0.655
Rnaseh2a	chr8:84957584:-	3' most exon	0.23	0.23
Junb	chr8:84976910:-	3' most exon	0.899	0.899
Junb	chr8:84977160:-	3' most exon	0.101	0.101
Wdr83	chr8:85075035:-	3' most exon	0.885	0.885
Wdr83	chr8:85071460:-	3' most exon	0.115	0.115
Zfp791	chr8:85111850:-	Intron	0.758	0.758
Zfp791	chr8:85107736:-	3' most exon	0.0551	0.0551
Zfp791	chr8:85108553:-	3' most exon	0.091	0.091
Zfp791	chr8:85109259:-	3' most exon	0.0955	0.0955
Vps35	chr8:85260392:-	3' most exon	0.931	0.931
Vps35	chr8:85286419:-	Internal exon	0.0687	0.0687
4921524J17Rik	chr8:85408857:-	3' most exon	0.859	0.859
4921524J17Rik	chr8:85409786:-	3' most exon	0.0701	0.0701
4921524J17Rik	chr8:85412113:-	Internal exon	0.0712	0.0712
Dnaja2	chr8:85537633:-	3' most exon	0.161	0.161
Dnaja2	chr8:85538629:-	3' most exon	0.593	0.593
Dnaja2	chr8:85538263:-	3' most exon	0.0602	0.0602
Dnaja2	chr8:85538735:-	3' most exon	0.187	0.187
Neto2	chr8:85636718:-	3' most exon	0.56	0.56
Neto2	chr8:85637089:-	3' most exon	0.44	0.44
Itfg1	chr8:85717570:-	3' most exon	0.514	0.514
Itfg1	chr8:85718539:-	3' most exon	0.145	0.145
Itfg1	chr8:85718706:-	3' most exon	0.123	0.123
Itfg1	chr8:85717687:-	3' most exon	0.219	0.219
Siah1a	chr8:86724003:-	3' most exon	0.572	0.572
Siah1a	chr8:86724459:-	3' most exon	0.352	0.352
Siah1a	chr8:86724854:-	3' most exon	0.0754	0.0754
N4bp1	chr8:86844372:-	3' most exon	0.838	0.838
N4bp1	chr8:86860476:-	Internal exon	0.162	0.162
Cbln1	chr8:87468867:-	3' most exon	0.549	0.549
Cbln1	chr8:87469421:-	3' most exon	0.451	0.451
Zfp423	chr8:87661810:-	3' most exon	0.76	0.76
Zfp423	chr8:87662278:-	3' most exon	0.111	0.111
Zfp423	chr8:87661954:-	3' most exon	0.129	0.129
Brd7	chr8:88332311:-	3' most exon	0.374	0.374
Brd7	chr8:88330651:-	3' most exon	0.182	0.182
Brd7	chr8:88332412:-	3' most exon	0.253	0.253
Brd7	chr8:88332804:-	Intron	0.192	0.192
Sall1	chr8:89027242:-	3' most exon	0.55	0.55
Sall1	chr8:89027973:-	3' most exon	0.45	0.45
Tox3	chr8:90247037:-	3' most exon	0.717	0.717
Tox3	chr8:90247480:-	3' most exon	0.137	0.137
Tox3	chr8:90247246:-	3' most exon	0.146	0.146
Aktip	chr8:91123567:-	Intron	0.225	0.225
Aktip	chr8:91124465:-	Intron	0.121	0.121
Aktip	chr8:91123888:-	Intron	0.555	0.555
Aktip	chr8:91124636:-	Intron	0.0982	0.0982
Rpgrip1l	chr8:91217036:-	3' most exon	0.182	0.182
Rpgrip1l	chr8:91308029:-	Intron	0.149	0.149
Rpgrip1l	chr8:91305960:-	Intron	0.109	0.109
Rpgrip1l	chr8:91217401:-	3' most exon	0.56	0.56
Amfr	chr8:93971775:-	3' most exon	0.371	0.371
Amfr	chr8:93972955:-	3' most exon	0.0656	0.0656
Amfr	chr8:93971923:-	3' most exon	0.564	0.564
Nudt21	chr8:94019398:-	3' most exon	0.508	0.508
Nudt21	chr8:94015219:-	3' most exon	0.339	0.339
Nudt21	chr8:94022659:-	Intron	0.153	0.153
Pllp	chr8:94674895:-	3' most exon	0.131	0.131
