Gene_Symbol	Ensemble_ID	Peak_ID	Chromosome	Peak_Start	Peak_End	Strand
Srpk2	ENSMUSG00000062604.11	ENSMUSG00000062604.11_1_1	5	23506163	23506596	-
Srpk2	ENSMUSG00000062604.11	ENSMUSG00000062604.11_1_2	5	23504609	23504824	-
2310039H08Rik	ENSMUSG00000062619.5	ENSMUSG00000062619.5_1_1	17	46772993	46773374	+
Mysm1	ENSMUSG00000062627.9	ENSMUSG00000062627.9_1_2	4	94942084	94942513	-
Ganc	ENSMUSG00000062646.12	ENSMUSG00000062646.12_1_2	2	120461347	120461681	+
Rpl7a	ENSMUSG00000062647.16	ENSMUSG00000062647.16_1_1	2	26912989	26913292	+
Ncs1	ENSMUSG00000062661.6	ENSMUSG00000062661.6_1_1	2	31295084	31295459	+
Atp5g2	ENSMUSG00000062683.11	ENSMUSG00000062683.11_1_1	15	102664969	102665181	-
Atp5g2	ENSMUSG00000062683.11	ENSMUSG00000062683.11_2_1	15	102662884	102663124	-
Cebpzos	ENSMUSG00000062691.10	ENSMUSG00000062691.10_1_1	17;17	78919792;78919981	78919980;78920293	+;+
Ppox	ENSMUSG00000062729.11	ENSMUSG00000062729.11_1_1	1	171277032	171277532	-
RP23-189L19.6	ENSMUSG00000062753.14	ENSMUSG00000062753.14_1_1	17	27563786	27564385	-
RP23-95H5.1	ENSMUSG00000062760.10	ENSMUSG00000062760.10_1_2	15	84379229	84379604	-
Zfp512	ENSMUSG00000062761.7	ENSMUSG00000062761.7_1_1	5	31481367	31481753	+
Ei24	ENSMUSG00000062762.16	ENSMUSG00000062762.16_1_1	9	36779181	36779567	-
Kcnc3	ENSMUSG00000062785.14	ENSMUSG00000062785.14_2_2	7	44604352	44604731	+
Zfp599	ENSMUSG00000062794.8	ENSMUSG00000062794.8_1_1	9	22247499	22247792	-
l7Rn6	ENSMUSG00000062797.13	ENSMUSG00000062797.13_1_1	7	89920023	89920165	-
CH36-200G6.4	ENSMUSG00000062822.8	ENSMUSG00000062822.8_1_1	13	119485749	119486119	+
Actg1	ENSMUSG00000062825.15	ENSMUSG00000062825.15_1_1	11	120345708	120346085	-
Zfp28	ENSMUSG00000062861.8	ENSMUSG00000062861.8_2_1	7	6394820	6395185	+
Phactr2	ENSMUSG00000062866.16	ENSMUSG00000062866.16_1_1	10	13213445	13213881	-
Phactr2	ENSMUSG00000062866.16	ENSMUSG00000062866.16_1_2	10	13207727	13208072	-
Klhl24	ENSMUSG00000062901.3	ENSMUSG00000062901.3_1_1	16	20125158	20125506	+
Klhl24	ENSMUSG00000062901.3	ENSMUSG00000062901.3_1_2	16	20128858	20129193	+
Acadm	ENSMUSG00000062908.12	ENSMUSG00000062908.12_1_1	3	153922371	153922756	-
Cfl2	ENSMUSG00000062929.8	ENSMUSG00000062929.8_1_1	12	54860311	54860683	-
Cfl2	ENSMUSG00000062929.8	ENSMUSG00000062929.8_1_2	12	54858937	54859037	-
Zfp938	ENSMUSG00000062931.15	ENSMUSG00000062931.15_1_1	10;10	82224700;82224903	82224902;82225192	-;-
Mtap	ENSMUSG00000062937.7	ENSMUSG00000062937.7_1_1	4	89179805	89180178	+
Mtap	ENSMUSG00000062937.7	ENSMUSG00000062937.7_1_2	4	89180749	89181040	+
Atp11c	ENSMUSG00000062949.13	ENSMUSG00000062949.13_2_1	X	60223307	60223782	-
Kdr	ENSMUSG00000062960.10	ENSMUSG00000062960.10_1_2	5	75932848	75933215	-
Ufc1	ENSMUSG00000062963.10	ENSMUSG00000062963.10_1_1	1	171288583	171288945	-
Cped1	ENSMUSG00000062980.15	ENSMUSG00000062980.15_2_2	6;6	22255901;22256046	22256045;22256392	+;+
Nrg1	ENSMUSG00000062991.7	ENSMUSG00000062991.7_3_3	8	31814530	31814938	-
Ccni	ENSMUSG00000063015.12	ENSMUSG00000063015.12_1_1	5	93181952	93182319	-
Manbal	ENSMUSG00000063019.5	ENSMUSG00000063019.5_1_1	2	157396380	157396746	+
Zfp780b	ENSMUSG00000063047.9	ENSMUSG00000063047.9_2_1	7	27959171	27959548	-
Ing2	ENSMUSG00000063049.4	ENSMUSG00000063049.4_1_1	8;8	47668313;47668553	47668552;47668907	-;-
Lrrc40	ENSMUSG00000063052.9	ENSMUSG00000063052.9_1_2	3	158066727	158067056	+
Ctnna2	ENSMUSG00000063063.12	ENSMUSG00000063063.12_2_1	6	76881636	76882018	-
Mapk3	ENSMUSG00000063065.13	ENSMUSG00000063065.13_2_1	7	126765434	126765801	+
Kif1b	ENSMUSG00000063077.14	ENSMUSG00000063077.14_1_4	4	149233797	149234071	-
Kif1b	ENSMUSG00000063077.14	ENSMUSG00000063077.14_2_1	4	149176323	149176707	-
Zfp26	ENSMUSG00000063108.15	ENSMUSG00000063108.15_1_2	9	20432989	20433308	-
Kcnma1	ENSMUSG00000063142.15	ENSMUSG00000063142.15_3_3	14	23292285	23292670	-
Clip2	ENSMUSG00000063146.11	ENSMUSG00000063146.11_1_1	5	134489480	134489773	-
Numbl	ENSMUSG00000063160.12	ENSMUSG00000063160.12_1_1	7	27281754	27282128	+
Pstk	ENSMUSG00000063179.13	ENSMUSG00000063179.13_1_1	7	131387619	131387811	+
Pstk	ENSMUSG00000063179.13	ENSMUSG00000063179.13_2_1	7	131392505	131392740	+
Nol7	ENSMUSG00000063200.4	ENSMUSG00000063200.4_1_1	13;13	43401331;43401493	43401492;43401649	+;+
RP24-324P21.9	ENSMUSG00000063236.6	ENSMUSG00000063236.6_1_1	15	76950329	76950717	+
Grm4	ENSMUSG00000063239.17	ENSMUSG00000063239.17_1_1	17	27425901	27426288	-
Scoc	ENSMUSG00000063253.11	ENSMUSG00000063253.11_1_1	8	83434514	83434887	-
Naa15	ENSMUSG00000063273.11	ENSMUSG00000063273.11_1_1	3	51473680	51473989	+
Naa15	ENSMUSG00000063273.11	ENSMUSG00000063273.11_1_3	3	51475148	51475409	+
Hacd1	ENSMUSG00000063275.15	ENSMUSG00000063275.15_1_1	2	14035730	14035932	-
Hacd1	ENSMUSG00000063275.15	ENSMUSG00000063275.15_2_1	2	14026816	14026981	-
Zfp35	ENSMUSG00000063281.9	ENSMUSG00000063281.9_1_1	18	24004334	24004704	+
Zfp35	ENSMUSG00000063281.9	ENSMUSG00000063281.9_1_2	18	24005097	24005290	+
Tmem117	ENSMUSG00000063296.5	ENSMUSG00000063296.5_1_1	15	95095691	95096083	+
Luzp2	ENSMUSG00000063297.7	ENSMUSG00000063297.7_1_1	7	55267943	55268269	+
Luzp2	ENSMUSG00000063297.7	ENSMUSG00000063297.7_1_2	7	55268443	55268837	+
Usp31	ENSMUSG00000063317.7	ENSMUSG00000063317.7_1_1	7;7	121647803;121648025	121648024;121648222	-;-
Usp31	ENSMUSG00000063317.7	ENSMUSG00000063317.7_1_2	7	121646017	121646153	-
Usp31	ENSMUSG00000063317.7	ENSMUSG00000063317.7_1_3	7	121645589	121645709	-
Usp31	ENSMUSG00000063317.7	ENSMUSG00000063317.7_1_4	7	121642039	121642389	-
RP23-462F3.3	ENSMUSG00000063320.11	ENSMUSG00000063320.11_2_1	10	82619867	82620211	-
Krr1	ENSMUSG00000063334.16	ENSMUSG00000063334.16_1_1	10	111985706	111986095	+
Mapk1	ENSMUSG00000063358.17	ENSMUSG00000063358.17_1_1	16;16	17038351;17038667	17038666;17039039	+;+
Mapk1	ENSMUSG00000063358.17	ENSMUSG00000063358.17_2_1	16	17044908	17045256	+
Alg11	ENSMUSG00000063362.13	ENSMUSG00000063362.13_1_3	8	22071195	22071602	+
RP23-91K11.3	ENSMUSG00000063364.10	ENSMUSG00000063364.10_1_1	2	150310965	150311194	-
Bcl9l	ENSMUSG00000063382.6	ENSMUSG00000063382.6_1_2	9	44511547	44511892	+
Tmed5	ENSMUSG00000063406.11	ENSMUSG00000063406.11_3_2	5	108123114	108123363	-
Tmed5	ENSMUSG00000063406.11	ENSMUSG00000063406.11_3_3	5	108121671	108122075	-
Stk24	ENSMUSG00000063410.8	ENSMUSG00000063410.8_1_1	14	121286434	121286602	-
RP23-99B10.2	ENSMUSG00000063412.4	ENSMUSG00000063412.4_1_1	8	34110957	34111272	-
Ddo	ENSMUSG00000063428.8	ENSMUSG00000063428.8_2_3	10	40649630	40649919	+
Ddo	ENSMUSG00000063428.8	ENSMUSG00000063428.8_3_1	10	40674635	40674930	+
Wscd2	ENSMUSG00000063430.9	ENSMUSG00000063430.9_1_2	5	113589369	113589691	+
Sorcs3	ENSMUSG00000063434.5	ENSMUSG00000063434.5_1_3	19	48805139	48805493	+
B9d2	ENSMUSG00000063439.7	ENSMUSG00000063439.7_2_1	7	25686158	25686546	+
Nmral1	ENSMUSG00000063445.14	ENSMUSG00000063445.14_2_1	16	4711336	4711602	-
Plppr1	ENSMUSG00000063446.4	ENSMUSG00000063446.4_1_2	4	49338373	49338747	+
AC157667.1	ENSMUSG00000063455.16	ENSMUSG00000063455.16_1_2	6	38126073	38126342	-
AC157667.1	ENSMUSG00000063455.16	ENSMUSG00000063455.16_1_3	6	38123199	38123535	-
Snu13	ENSMUSG00000063480.8	ENSMUSG00000063480.8_1_1	15	82042031	82042329	-
Snu13	ENSMUSG00000063480.8	ENSMUSG00000063480.8_1_2	15	82041362	82041709	-
Arhgap22	ENSMUSG00000063506.14	ENSMUSG00000063506.14_1_1	14	33369524	33369920	+
Snrnp70	ENSMUSG00000063511.11	ENSMUSG00000063511.11_1_1	7	45376479	45376843	-
Eno1	ENSMUSG00000063524.13	ENSMUSG00000063524.13_1_1	4	150248516	150248698	+
Sema3e	ENSMUSG00000063531.7	ENSMUSG00000063531.7_1_1	5	14253970	14254266	+
Sema3e	ENSMUSG00000063531.7	ENSMUSG00000063531.7_1_2	5	14256328	14256659	+
Nup98	ENSMUSG00000063550.8	ENSMUSG00000063550.8_2_1	7	102134218	102134552	-
Nup98	ENSMUSG00000063550.8	ENSMUSG00000063550.8_3_1	7	102119404	102119780	-
Aox1	ENSMUSG00000063558.4	ENSMUSG00000063558.4_1_1	1	58106054	58106407	+
Col23a1	ENSMUSG00000063564.13	ENSMUSG00000063564.13_1_1	11	51580769	51581067	+
Col23a1	ENSMUSG00000063564.13	ENSMUSG00000063564.13_1_2	11	51583562	51583890	+
Klhdc3	ENSMUSG00000063576.11	ENSMUSG00000063576.11_1_1	17	46674568	46674952	-
Gng8	ENSMUSG00000063594.5	ENSMUSG00000063594.5_1_1	7	16895264	16895419	+
Egfem1	ENSMUSG00000063600.14	ENSMUSG00000063600.14_1_1	3	29690706	29691039	+
Ccdc102a	ENSMUSG00000063605.5	ENSMUSG00000063605.5_1_1	8	94902887	94903257	-
Unc5d	ENSMUSG00000063626.6	ENSMUSG00000063626.6_1_3	8	28646748	28647198	-
Sox11	ENSMUSG00000063632.6	ENSMUSG00000063632.6_1_2	12	27335287	27335528	-
Jakmip1	ENSMUSG00000063646.17	ENSMUSG00000063646.17_1_1	5	37124908	37125254	+
Zbtb18	ENSMUSG00000063659.11	ENSMUSG00000063659.11_1_1	1	177450363	177450749	+
Pcdhb5	ENSMUSG00000063687.3	ENSMUSG00000063687.3_1_2	18	37323541	37323888	+
Cycs	ENSMUSG00000063694.5	ENSMUSG00000063694.5_1_1	6	50565125	50565287	-
Cycs	ENSMUSG00000063694.5	ENSMUSG00000063694.5_1_2	6	50564478	50564741	-
Sfxn4	ENSMUSG00000063698.9	ENSMUSG00000063698.9_1_1	19	60838775	60839026	-
Rnf217	ENSMUSG00000063760.9	ENSMUSG00000063760.9_1_1	10;10	31501917;31502237	31502236;31502456	-;-
Rnf217	ENSMUSG00000063760.9	ENSMUSG00000063760.9_1_5	10	31493167	31493546	-
Chadl	ENSMUSG00000063765.12	ENSMUSG00000063765.12_1_1	15	81686177	81686379	-
Utp14a	ENSMUSG00000063785.12	ENSMUSG00000063785.12_1_1	X	48282084	48282447	+
Chchd1	ENSMUSG00000063787.4	ENSMUSG00000063787.4_1_1	14	20704124	20704405	+
Slc22a8	ENSMUSG00000063796.8	ENSMUSG00000063796.8_1_1	19	8610312	8610660	+
Prpf38a	ENSMUSG00000063800.5	ENSMUSG00000063800.5_1_1	4	108564882	108565242	-
Ap3s2	ENSMUSG00000063801.7	ENSMUSG00000063801.7_1_1	7	79879779	79880137	-
Ap3s2	ENSMUSG00000063801.7	ENSMUSG00000063801.7_1_2	7	79877826	79878019	-
Hspbp1	ENSMUSG00000063802.5	ENSMUSG00000063802.5_2_1	7	4660517	4660839	-
Gpatch1	ENSMUSG00000063808.14	ENSMUSG00000063808.14_1_1	7	35276538	35276789	-
Alms1	ENSMUSG00000063810.7	ENSMUSG00000063810.7_1_1	6	85702608	85702694	+
Cdc42ep5	ENSMUSG00000063838.6	ENSMUSG00000063838.6_1_1	7	4151315	4151605	-
Ppcdc	ENSMUSG00000063849.6	ENSMUSG00000063849.6_1_1	9	57413984	57414350	-
Ppcdc	ENSMUSG00000063849.6	ENSMUSG00000063849.6_4_1	9	57385113	57385393	-
Gpx1	ENSMUSG00000063856.7	ENSMUSG00000063856.7_1_1	9	108339958	108340321	+
Chd4	ENSMUSG00000063870.12	ENSMUSG00000063870.12_1_1	6	125130085	125130551	+
Slc24a3	ENSMUSG00000063873.10	ENSMUSG00000063873.10_1_1	2	145641587	145642147	+
Ptcd3	ENSMUSG00000063884.6	ENSMUSG00000063884.6_1_1	6	71880657	71881032	-
Nlgn1	ENSMUSG00000063887.13	ENSMUSG00000063887.13_1_1	3	25431846	25432204	-
Rpl7l1	ENSMUSG00000063888.6	ENSMUSG00000063888.6_1_1	17;17	46775139;46775484	46775483;46775704	-;-
Rpl7l1	ENSMUSG00000063888.6	ENSMUSG00000063888.6_1_2	17	46774571	46774808	-
Rpl7l1	ENSMUSG00000063888.6	ENSMUSG00000063888.6_1_3	17	46774017	46774146	-
Crem	ENSMUSG00000063889.16	ENSMUSG00000063889.16_2_1	18;18	3266962;3267368	3267367;3267850	-;-
Crem	ENSMUSG00000063889.16	ENSMUSG00000063889.16_2_2	18	3266449	3266617	-
Zkscan8	ENSMUSG00000063894.15	ENSMUSG00000063894.15_2_3	13	21513249	21513581	-
Dpp3	ENSMUSG00000063904.3	ENSMUSG00000063904.3_1_1	19	4907240	4907623	-
Srrm4	ENSMUSG00000063919.11	ENSMUSG00000063919.11_1_1	5	116439285	116439658	-
Pepd	ENSMUSG00000063931.14	ENSMUSG00000063931.14_1_1	7	35044284	35044690	+
Zar1	ENSMUSG00000063935.3	ENSMUSG00000063935.3_1_1	5	72577131	72577402	-
Amd2	ENSMUSG00000063953.3	ENSMUSG00000063953.3_1_2	10	35708657	35708751	-
Nr6a1	ENSMUSG00000063972.13	ENSMUSG00000063972.13_1_1	2	38723432	38723723	-
Klk8	ENSMUSG00000064023.4	ENSMUSG00000064023.4_1_1	7	43803647	43803797	+
Pym1	ENSMUSG00000064030.15	ENSMUSG00000064030.15_1_1	10;10	128766063;128766257	128766256;128766523	+;+
Mro	ENSMUSG00000064036.15	ENSMUSG00000064036.15_1_1	18	73878382	73878706	+
Gpn1	ENSMUSG00000064037.13	ENSMUSG00000064037.13_2_1	5	31511042	31511552	+
Dzip3	ENSMUSG00000064061.13	ENSMUSG00000064061.13_2_1	16	48924244	48924621	-
Mtx1	ENSMUSG00000064068.14	ENSMUSG00000064068.14_1_1	3	89209103	89209562	-
Fbln2	ENSMUSG00000064080.12	ENSMUSG00000064080.12_1_1	6	91272152	91272517	+
Vrk2	ENSMUSG00000064090.14	ENSMUSG00000064090.14_1_1	11	26471442	26471727	-
Cnnm2	ENSMUSG00000064105.12	ENSMUSG00000064105.12_1_1	19	46877972	46878655	+
Hcst	ENSMUSG00000064109.8	ENSMUSG00000064109.8_1_1	7	30417727	30418193	-
Cadm2	ENSMUSG00000064115.13	ENSMUSG00000064115.13_1_1	16	66662341	66662686	-
Cadm2	ENSMUSG00000064115.13	ENSMUSG00000064115.13_1_2	16	66661175	66661322	-
Cadm2	ENSMUSG00000064115.13	ENSMUSG00000064115.13_1_3	16	66655442	66655799	-
Prr36	ENSMUSG00000064125.14	ENSMUSG00000064125.14_1_1	8	4209562	4209909	-
Med14	ENSMUSG00000064127.13	ENSMUSG00000064127.13_2_1	X	12679772	12680097	-
Med14	ENSMUSG00000064127.13	ENSMUSG00000064127.13_3_1	X	12675456	12675861	-
Fam172a	ENSMUSG00000064138.14	ENSMUSG00000064138.14_1_1	13	78165839	78166220	+
Arih2	ENSMUSG00000064145.12	ENSMUSG00000064145.12_1_1	9	108604794	108604916	-
Arih2	ENSMUSG00000064145.12	ENSMUSG00000064145.12_1_2	9	108602951	108603346	-
Rab3ip	ENSMUSG00000064181.6	ENSMUSG00000064181.6_1_1	10;10	116906675;116906833	116906832;116907102	-;-
Rab3ip	ENSMUSG00000064181.6	ENSMUSG00000064181.6_1_2	10	116905828	116906098	-
Ifi27	ENSMUSG00000064215.13	ENSMUSG00000064215.13_1_1	12	103439978	103440231	+
Paqr9	ENSMUSG00000064225.6	ENSMUSG00000064225.6_1_1	9	95561695	95561997	+
Paqr9	ENSMUSG00000064225.6	ENSMUSG00000064225.6_1_2	9	95567606	95568014	+
Chil1	ENSMUSG00000064246.10	ENSMUSG00000064246.10_1_1	1	134189650	134190012	+
Plcxd1	ENSMUSG00000064247.14	ENSMUSG00000064247.14_1_1	5	110103462	110103767	+
Ethe1	ENSMUSG00000064254.6	ENSMUSG00000064254.6_1_1	7	24608726	24608909	+
Zfp428	ENSMUSG00000064264.14	ENSMUSG00000064264.14_1_1	7	24515268	24515650	+
Hvcn1	ENSMUSG00000064267.13	ENSMUSG00000064267.13_1_1	5	122241864	122242247	+
Cdpf1	ENSMUSG00000064284.12	ENSMUSG00000064284.12_1_1	15	85806996	85807363	-
Hist1h4k	ENSMUSG00000064288.4	ENSMUSG00000064288.4_1_1	13;13	21749987;21750148	21750147;21750253	-;-
Tank	ENSMUSG00000064289.15	ENSMUSG00000064289.15_2_1	2	61653708	61654103	+
Cntn4	ENSMUSG00000064293.14	ENSMUSG00000064293.14_4_1	6	106698924	106699294	+
Aox3	ENSMUSG00000064294.12	ENSMUSG00000064294.12_2_1	1	58200196	58200440	+
Clasp1	ENSMUSG00000064302.13	ENSMUSG00000064302.13_1_1	1	118609059	118609449	+
Lrrc51	ENSMUSG00000064307.13	ENSMUSG00000064307.13_1_1	7	101913009	101913555	-
Scn1a	ENSMUSG00000064329.13	ENSMUSG00000064329.13_2_2	2	66270777	66271165	-
Tacc1	ENSMUSG00000065954.11	ENSMUSG00000065954.11_1_1	8	25154560	25154932	-
Cpped1	ENSMUSG00000065979.12	ENSMUSG00000065979.12_2_1	16	11803703	11804082	-
Aurkaip1	ENSMUSG00000065990.12	ENSMUSG00000065990.12_1_1	4	155832567	155833144	+
RP23-282C23.1	ENSMUSG00000066000.12	ENSMUSG00000066000.12_1_1	4	147611980	147612309	-
Dhrs3	ENSMUSG00000066026.14	ENSMUSG00000066026.14_1_1	4	144927229	144927622	+
Ubr4	ENSMUSG00000066036.14	ENSMUSG00000066036.14_1_1	4	139489195	139489528	+
Hnrnpr	ENSMUSG00000066037.14	ENSMUSG00000066037.14_1_1	4	136340276	136340668	+
Hnrnpr	ENSMUSG00000066037.14	ENSMUSG00000066037.14_1_2	4	136345580	136345941	+
Med18	ENSMUSG00000066042.4	ENSMUSG00000066042.4_1_1	4;4	132458811;132459118	132459117;132459463	-;-
Cldn19	ENSMUSG00000066058.11	ENSMUSG00000066058.11_1_1	4	119258839	119259029	+
Cldn19	ENSMUSG00000066058.11	ENSMUSG00000066058.11_1_2	4	119259507	119259841	+
Adamtsl1	ENSMUSG00000066113.16	ENSMUSG00000066113.16_3_1	4;4	86427727;86428022	86428021;86428375	+;+
Kndc1	ENSMUSG00000066129.15	ENSMUSG00000066129.15_2_2	7	139941131	139941504	+
Prpf4	ENSMUSG00000066148.3	ENSMUSG00000066148.3_1_1	4	62424092	62424530	+
Cdc26	ENSMUSG00000066149.11	ENSMUSG00000066149.11_1_1	4	62394611	62394977	-
Slc31a1	ENSMUSG00000066150.12	ENSMUSG00000066150.12_1_1	4	62389140	62389503	+
Slc31a1	ENSMUSG00000066150.12	ENSMUSG00000066150.12_1_2	4	62391424	62391704	+
Fkbp15	ENSMUSG00000066151.11	ENSMUSG00000066151.11_4_1	4	62300377	62300713	-
Cacng3	ENSMUSG00000066189.9	ENSMUSG00000066189.9_1_1	7	122769033	122769380	+
Anks6	ENSMUSG00000066191.12	ENSMUSG00000066191.12_1_1	4;4	47015433;47015678	47015677;47016022	-;-
Ipo7	ENSMUSG00000066232.4	ENSMUSG00000066232.4_1_1	7	110055764	110056089	+
Ipo7	ENSMUSG00000066232.4	ENSMUSG00000066232.4_1_2	7	110056273	110056576	+
Tmem42	ENSMUSG00000066233.6	ENSMUSG00000066233.6_1_1	9	123023056	123023462	+
Pomgnt2	ENSMUSG00000066235.7	ENSMUSG00000066235.7_1_1	9	121981629	121982005	-
Trim12a	ENSMUSG00000066258.13	ENSMUSG00000066258.13_3_1	7	104299905	104300257	-
Vps37b	ENSMUSG00000066278.6	ENSMUSG00000066278.6_1_1	5	124004656	124005029	-
Chrna10	ENSMUSG00000066279.3	ENSMUSG00000066279.3_1_1	7	102111286	102111675	-
Numa1	ENSMUSG00000066306.13	ENSMUSG00000066306.13_1_2	7	102014556	102014952	+
Impad1	ENSMUSG00000066324.2	ENSMUSG00000066324.2_1_1	4	4764141	4764255	-
Impad1	ENSMUSG00000066324.2	ENSMUSG00000066324.2_1_2	4	4762509	4762860	-
Wdr6	ENSMUSG00000066357.6	ENSMUSG00000066357.6_1_1	9	108572328	108572701	-
Nrxn3	ENSMUSG00000066392.11	ENSMUSG00000066392.11_1_1	12	90334542	90334921	+
Akap13	ENSMUSG00000066406.15	ENSMUSG00000066406.15_1_1	7	75754226	75754594	+
Msl2	ENSMUSG00000066415.4	ENSMUSG00000066415.4_2_1	9	101102586	101102686	+
Msl2	ENSMUSG00000066415.4	ENSMUSG00000066415.4_2_2	9	101103455	101103843	+
Msl2	ENSMUSG00000066415.4	ENSMUSG00000066415.4_2_3	9	101104073	101104361	+
Plekhd1	ENSMUSG00000066438.6	ENSMUSG00000066438.6_1_1	12;12	80723595;80723861	80723860;80724173	+;+
Zfyve26	ENSMUSG00000066440.5	ENSMUSG00000066440.5_2_1	12	79232367	79232738	-
Rdh11	ENSMUSG00000066441.14	ENSMUSG00000066441.14_1_1	12	79175610	79175878	-
Rdh11	ENSMUSG00000066441.14	ENSMUSG00000066441.14_1_2	12	79174363	79174682	-
Mthfs	ENSMUSG00000066442.17	ENSMUSG00000066442.17_3_1	9;9	89240041;89240113	89240112;89240230	+;+
Hmgn3	ENSMUSG00000066456.14	ENSMUSG00000066456.14_1_1	9	83109965	83110346	-
Hmgb1	ENSMUSG00000066551.12	ENSMUSG00000066551.12_1_1	5	149049679	149049788	-
Hmgb1	ENSMUSG00000066551.12	ENSMUSG00000066551.12_2_2	5;5	149048245;149048368	149048367;149048495	-;-
Hmgb1	ENSMUSG00000066551.12	ENSMUSG00000066551.12_2_3	5	149047286	149047557	-
Lsm14a	ENSMUSG00000066568.12	ENSMUSG00000066568.12_1_1	7	34345321	34345513	-
Lsm14a	ENSMUSG00000066568.12	ENSMUSG00000066568.12_1_2	7;7	34344688;34344999	34344998;34345212	-;-
RP23-349I9.6	ENSMUSG00000066571.13	ENSMUSG00000066571.13_1_2	7	34236723	34237070	-
Mfsd7b	ENSMUSG00000066595.9	ENSMUSG00000066595.9_2_2	1	191005873	191006218	-
RP24-78F21.4	ENSMUSG00000066607.5	ENSMUSG00000066607.5_1_1	9	58499384	58499778	+
Zfp932	ENSMUSG00000066613.14	ENSMUSG00000066613.14_1_1	5	110007304	110007419	+
Zfp932	ENSMUSG00000066613.14	ENSMUSG00000066613.14_2_1	5	110010045	110010190	+
Tecpr1	ENSMUSG00000066621.12	ENSMUSG00000066621.12_1_2	5	144194473	144194811	-
Ttc32	ENSMUSG00000066637.2	ENSMUSG00000066637.2_1_1	12	9035800	9036174	+
Fbxl18	ENSMUSG00000066640.11	ENSMUSG00000066640.11_1_3	5	142866943	142867303	-
Wdr35	ENSMUSG00000066643.12	ENSMUSG00000066643.12_1_1	12	9028035	9028253	+
Wdr35	ENSMUSG00000066643.12	ENSMUSG00000066643.12_1_2	12	9028477	9028822	+
Fxyd6	ENSMUSG00000066705.7	ENSMUSG00000066705.7_1_1	9	45395773	45396145	+
Zfp575	ENSMUSG00000066721.3	ENSMUSG00000066721.3_1_1	7	24585451	24585835	-
Vkorc1l1	ENSMUSG00000066735.8	ENSMUSG00000066735.8_1_1	5	129982443	129982852	+
Vkorc1l1	ENSMUSG00000066735.8	ENSMUSG00000066735.8_1_3	5	129986367	129986638	+
Zbtb6	ENSMUSG00000066798.3	ENSMUSG00000066798.3_1_1	2	37425544	37425860	-
Rnasel	ENSMUSG00000066800.11	ENSMUSG00000066800.11_1_1	1	153763844	153764207	+
Zfp810	ENSMUSG00000066829.7	ENSMUSG00000066829.7_2_1	9	22276765	22277123	-
Zfp772	ENSMUSG00000066838.7	ENSMUSG00000066838.7_1_2	7	7202144	7202534	-
Ecsit	ENSMUSG00000066839.12	ENSMUSG00000066839.12_1_1	9	22072263	22072572	-
Nck2	ENSMUSG00000066877.11	ENSMUSG00000066877.11_1_1	1	43570190	43570510	+
Zfp617	ENSMUSG00000066880.15	ENSMUSG00000066880.15_1_1	8	71934269	71934615	+
Fbxl12	ENSMUSG00000066892.14	ENSMUSG00000066892.14_1_1	9	20637800	20638165	-
Vsig10	ENSMUSG00000066894.14	ENSMUSG00000066894.14_1_1	5	117354535	117354983	+
Suds3	ENSMUSG00000066900.11	ENSMUSG00000066900.11_1_1	5	117092482	117092795	-
Suds3	ENSMUSG00000066900.11	ENSMUSG00000066900.11_1_2	5	117091713	117092050	-
Bub3	ENSMUSG00000066979.6	ENSMUSG00000066979.6_2_2	7	131570904	131571151	+
Bub3	ENSMUSG00000066979.6	ENSMUSG00000066979.6_2_3	7	131571547	131571844	+
Hes6	ENSMUSG00000067071.8	ENSMUSG00000067071.8_1_1	1	91411525	91411869	-
Polr1c	ENSMUSG00000067148.15	ENSMUSG00000067148.15_1_1	17	46243937	46244391	-
Eif1ax	ENSMUSG00000067194.6	ENSMUSG00000067194.6_1_1	X	159385434	159385653	+
Eif1ax	ENSMUSG00000067194.6	ENSMUSG00000067194.6_1_2	X	159387721	159387928	+
Frat1	ENSMUSG00000067199.4	ENSMUSG00000067199.4_1_2	19	41832202	41832564	+
H2-T23	ENSMUSG00000067212.8	ENSMUSG00000067212.8_1_1	17;17	36030084;36030245	36030244;36030378	-;-
Lgi1	ENSMUSG00000067242.11	ENSMUSG00000067242.11_1_1	19	38306453	38306796	+
Lgi1	ENSMUSG00000067242.11	ENSMUSG00000067242.11_1_2	19	38308588	38308906	+
Foxd3	ENSMUSG00000067261.4	ENSMUSG00000067261.4_1_1	4	99658235	99658661	+
Rplp0	ENSMUSG00000067274.10	ENSMUSG00000067274.10_1_1	5	115563297	115563501	+
Capn6	ENSMUSG00000067276.5	ENSMUSG00000067276.5_1_1	X	143802247	143802595	-
Ppp1r3c	ENSMUSG00000067279.2	ENSMUSG00000067279.2_1_1	19	36731733	36732124	-
Rps28	ENSMUSG00000067288.12	ENSMUSG00000067288.12_1_1	17;17	33823128;33823218	33823217;33823326	-;-
Bmpr2	ENSMUSG00000067336.6	ENSMUSG00000067336.6_1_1	1	59877185	59877593	+
Tmem128	ENSMUSG00000067365.10	ENSMUSG00000067365.10_1_1	5	38267732	38267811	+
Tmem128	ENSMUSG00000067365.10	ENSMUSG00000067365.10_2_1	5;5	38269093;38269263	38269262;38269620	+;+
Lyar	ENSMUSG00000067367.9	ENSMUSG00000067367.9_1_1	5	38234016	38234294	+
